13
5 4
1 0
0 2
0 3
3 4
5 5
1 0
0 2
2 1
0 3
3 4
3 2
0 1
0 2
20 19
0 1
1 2
2 3
3 4
4 5
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
14 15
15 16
16 17
17 18
18 19
20 18
5 1
11 10
17 15
5 13
5 15
3 0
13 9
16 18
7 11
6 6
16 4
3 12
15 1
8 6
0 10
5 18
10 8
16 1
20 19
12 13
9 16
0 0
19 13
3 12
9 13
10 15
10 7
15 16
9 3
9 10
4 8
9 0
2 5
18 11
8 19
1 2
19 18
0 4
20 19
12 9
6 16
13 15
7 19
16 1
3 1
3 8
18 10
8 12
11 9
2 3
4 11
19 13
8 5
13 4
13 16
18 0
3 0
7 18
20 19
8 16
2 4
12 16
3 14
15 7
0 2
17 8
16 0
6 18
8 9
13 13
17 19
10 10
14 12
10 6
2 1
11 12
7 3
17 18
20 19
8 17
1 5
13 19
4 16
4 8
9 9
15 7
11 3
17 7
7 13
13 12
0 7
18 19
6 14
5 0
18 7
8 18
8 10
18 4
20 19
3 1
3 0
7 1
15 0
18 19
10 0
7 10
13 17
6 5
19 15
1 14
13 4
11 17
10 18
19 16
19 2
0 12
7 0
8 13
20 19
14 16
1 14
13 7
3 1
7 16
16 4
5 18
3 19
18 19
1 17
0 4
18 17
14 10
3 13
17 4
5 2
19 7
5 5
5 14
20 19
2 16
1 2
12 8
1 12
14 15
10 10
19 4
0 1
18 13
4 7
17 16
6 11
10 2
6 2
7 3
0 15
10 12
11 1
5 3
20 21
2 3
4 10
4 4
18 17
19 15
12 16
6 18
6 9
19 8
13 11
0 10
12 5
5 16
17 3
18 8
10 12
9 12
15 9
16 7
9 9
11 9
