246
542339000 468262277
682976306 631443380
822277248 766770521
605356139 371575558
740993975 438395337
575661420 560494265
379378945 926605769
994123219 845419055
346719658 969942895
727793314 409826331
570170019 723858808
498547193 188683835
582320477 322345153
310829288 997367319
771255235 468005143
680890193 636057014
285021779 30823837
47428790 438639088
541226788 308743826
892966926 923612860
582511547 557254186
785947889 174231960
839949298 630552597
765464449 326083335
218945453 93442180
233685901 72535530
806011394 960975825
795467628 411963102
909821278 301962475
290291129 955381939
596249879 302801702
598596219 989105252
354629597 29713778
672731070 144258148
41252997 50284833
642160195 963464022
786186284 279347693
773234179 874743188
120749078 899570478
525739276 83640746
185553547 973727398
941608870 676826803
512786466 413476585
125593040 793889271
541455536 298572321
633346323 68765691
720611336 150790222
169307986 668237090
783094855 658445173
114913174 162133630
531149532 520234243
57087370 148378366
265276250 531237349
667640365 25721577
808998463 769260679
996090687 557995383
934743506 756309316
481614558 905944302
879835813 767826949
764228505 616164289
556636191 41441950
680978046 651409431
7150776 497311413
669819218 922501602
629972149 723755085
172043886 939305495
716204326 404724112
523513753 136707707
871062141 69749695
255631878 151264947
969124843 32369396
688894778 825163595
393762844 649629873
195032290 996358611
445045126 583116270
528156245 197237063
965474604 571060708
181003117 228877702
429187209 331432965
809269995 203954622
967789839 607518714
385207256 58559727
64801203 40342028
891045187 721695312
940698842 506390393
43496056 100914348
971864398 794451838
752487249 793562937
839258695 11975982
760445024 965305839
486446737 909221349
182862294 151092546
381632062 388554057
476548534 828447880
24649251 826613604
698873299 488947768
117401667 478663343
789479234 590967370
325021387 157295061
5354514 215265101
95066963 581758213
570818735 464693240
573363526 279536257
65890025 650301390
257629287 688393869
69665795 88326754
663821136 154970586
99762989 896040816
945171403 855097653
944528128 519149188
100176593 271367112
71641590 849417585
133338240 755082554
914904105 698423588
291245060 872573923
490408213 81810571
286624432 689959217
973960821 238146408
244280576 885787968
583537728 557466275
955375518 597602948
353714372 626805721
910298625 206307992
163431567 413506094
495408531 841331457
684119017 201801781
685221579 249926447
752113357 274174478
539158689 815550152
37471229 486186751
820752994 933116990
780692932 821983943
97258048 653020783
799534831 737379111
748887271 491173565
930004338 598413387
419452596 568909953
558793749 805509810
573960782 794457290
928824704 256815831
993764010 626773701
455238267 649055806
236150728 72907731
376079653 740191858
312802159 961634295
680091439 105417475
100328009 208974336
403442024 106485154
286135014 745305543
67881469 764096115
974170388 9124781
244729669 974056041
427621522 429122998
972266737 40127940
809442141 114085960
28509128 809989764
196614562 49235084
867019336 795430421
590346406 457974402
360310736 533895243
121939385 629611596
363573656 105717658
162856651 436471863
510862177 159851012
587554494 967925669
586546160 20640806
8933230 194202714
276746022 449154165
408800661 339465619
98632585 414809844
219531601 691469304
829888118 796529009
578144733 904232638
816288763 277352955
170308280 460501223
122282576 822451226
809324278 852381047
607601519 37669631
653930664 211375241
662359929 394244191
758799273 573156756
513755655 775034165
472897200 697761831
729404644 48603312
53417340 382490883
785503425 409705170
746774142 502654468
342428102 38205081
503198404 594404050
176042647 223197840
437754916 654238317
549903358 475056612
128145450 971378218
181709857 305375156
848448572 232054148
856768244 293242326
877987201 838851927
171894578 776013923
95803425 373613975
855102399 3723773
173759363 398995358
599580933 878502506
815072260 341624592
374885174 463848965
650130317 28921464
733923266 293325842
597725352 561975353
721240200 134227410
727377809 598489282
606261341 268994433
917217296 792646207
814573050 545627043
891922820 92855938
110981938 418073541
546514250 833692524
300008234 948549595
814326634 74933296
452632842 275968516
721287659 438462792
942531770 368140231
683657648 772905717
380695566 970122913
552680675 336205410
874245578 537087950
387134133 827965038
903422902 597285302
443553670 526221034
510139809 429173025
413948914 987419239
422147774 156501313
512114854 253716396
198789786 366117662
612182664 278330622
477469506 135486939
276842660 327516256
924383098 920395980
177711692 446840347
548723773 98039453
106605514 689789249
626483933 86659955
504016569 698335047
598142455 870142200
189885957 397944406
953940180 444437162
771798043 23611954
301109691 172419462
